8225,0
1410,0
8227,0
1414,1
1413,1
3280,0
8222,1
3282,1
1419,1
1418,1
1417,1
3284,1
1416,0
5371,0
3285,0
3288,0
3287,1
3278,0
8217,1
8218,0
8219,0
8215,1
8213,1
3291,1
1423,0
3290,0
8210,0
3294,0
3293,1
3299,0
5364,0
3297,1
3296,0
3289,0
1810,0
1813,1
1814,0
1815,1
1437,1
1436,1
8242,0
1435,0
1434,1
1432,0
8249,0
5356,0
5355,0
5353,0
5351,1
1439,1
8240,0
1438,0
5348,0
5349,1
5346,1
5347,0
1440,1
8234,0
1446,0
1445,1
8233,0
1447,1
1442,0
1441,0
1444,1
1443,0
5345,0
000753,1
5344,0
1449,0
5340,1
1451,0
2109,0
2103,0
3234,1
5326,0
2104,1
2101,1
3237,1
5324,0
3236,0
2102,1
2107,1
2108,0
2105,0
5328,0
2106,0
5321,0
3252,0
5314,0
2112,1
2114,0
5315,0
5318,1
5317,0
3264,0
5312,0
3265,1
000700,1
3266,0
5310,1
3260,1
000708,1
8201,1
1809,1
1808,1
1806,1
1805,1
8905,1
1802,0
8906,1
5309,1
8908,0
5306,0
5305,0
5304,1
3259,1
5302,1
3276,0
1409,0
3275,0
5301,0
3272,0
1408,1
1402,0
8913,1
8916,0
8917,0
3268,1
3267,0
8929,0
8928,0
8927,1
8926,0
8925,0
8924,0
8923,0
8921,1
8930,0
8931,1
6024,1
6020,0
6021,1
6022,0
6023,0
3202,0
3205,1
6008,1
3206,1
3207,0
8937,0
3209,0
8936,1
8938,0
8933,0
8932,1
8935,0
8934,0
8940,0
8941,0
8942,0
8297,0
8299,1
6015,1
6016,1
8295,0
6012,0
8292,0
3211,0
8291,0
3218,0
3219,0
3217,0
6803,0
3213,1
8946,1
8945,1
8943,0
8948,1
5801,1
8952,1
8953,0
8950,0
8951,1
3221,1
6005,1
3227,0
3228,1
3229,0
3223,1
3224,0
3226,0
8955,1
8954,0
8957,1
8956,1
8959,0
8958,0
8960,1
8962,1
8963,1
3231,0
3230,0
3232,0
2915,1
2912,0
8969,1
2913,0
8967,1
8968,1
2916,1
8965,1
8966,1
2910,1
2911,1
2506,0
8261,1
2505,0
3639,0
2509,1
8975,1
3632,1
3633,1
8974,0
3630,1
8973,0
3631,0
3636,0
8266,0
8971,1
2504,0
3637,0
8970,1
8264,0
3634,0
3635,0
2501,1
8265,0
2901,0
2903,1
2904,1
2905,0
8976,0
8977,0
2906,1
8978,1
3650,0
2908,0
3649,0
2516,1
8252,1
000775,1
000779,1
8984,0
000778,1
8983,0
3642,0
3643,1
2511,1
8986,0
3644,0
8985,1
8980,0
3645,1
3646,0
8255,1
2515,0
8982,1
3647,1
2514,0
3648,0
8981,1
8987,1
8988,0
4707,1
4706,1
4703,1
4702,0
8281,0
8284,1
8282,0
2528,1
2527,1
2526,0
8993,0
8289,0
8992,1
8991,0
3656,1
2524,0
2523,0
8287,0
8990,1
3655,0
8996,0
2520,1
3652,0
8995,0
3653,1
8998,1
2540,0
4716,0
4712,1
2920,0
4714,0
2921,1
4711,0
8271,1
2539,1
2538,1
2535,1
2534,1
2537,1
8277,1
2536,0
2530,1
2437,1
2438,0
2436,1
4207,1
2433,0
4205,1
2434,1
2431,1
2439,0
2441,1
2440,0
2424,1
2425,1
2426,1
2427,1
2420,1
2421,0
2423,0
2428,0
2429,0
2430,0
4609,0
2455,1
2456,0
2453,1
2454,0
2459,0
2457,0
2458,1
2463,1
2462,0
2461,0
2460,0
2442,0
2443,0
2444,0
2446,0
2448,1
2449,1
2450,0
2452,0
2451,1
2478,1
2477,0
2476,0
2475,0
2484,1
2485,1
2482,1
2483,1
2480,0
2481,1
5706,1
A00010,1
5704,0
2468,1
5703,1
2465,0
5701,0
2464,0
2467,0
2466,1
2471,0
2472,1
2473,1
2474,0
2499,1
2498,0
2497,1
3702,1
3701,0
2486,1
2489,1
2488,0
2491,0
2492,1
2493,1
2495,0
2496,1
6401,1
1336,0
1333,1
5384,1
5383,0
5388,0
5386,0
5387,0
5381,0
5395,1
5398,1
5392,0
000621,1
1319,1
8122,1
1316,0
8121,0
1315,0
1314,1
1313,1
1312,1
1310,1
8127,1
1729,1
1726,1
2858,1
1727,0
1724,0
1725,0
2208,0
2854,1
1722,0
2207,1
1723,0
2206,1
2856,1
1720,0
2855,0
1721,0
2204,1
2850,0
2852,0
2201,1
2851,0
2220,1
2221,0
1328,0
1325,1
1324,0
8112,0
8111,1
8110,1
1326,1
1321,1
000638,1
8115,0
1323,1
8114,0
1717,1
8109,0
1718,0
8107,1
1713,1
2849,1
1714,0
2219,1
2848,0
1715,0
2847,1
1716,0
2845,1
1710,1
2215,1
1711,1
2218,1
1712,1
2841,0
2212,1
000601,1
8103,1
8105,1
8102,1
8101,0
1704,0
2836,0
2838,1
1702,1
2837,1
1708,0
1709,0
1707,1
2832,0
1701,1
2834,1
2833,0
1307,0
1309,1
1308,1
000616,1
1301,1
1303,1
1305,1
1304,1
2823,1
2820,0
3386,0
3380,0
3383,0
2897,1
2899,1
2893,1
3377,1
2894,1
2895,1
3379,1
3390,1
3397,1
2892,1
2891,0
2890,1
3396,0
3393,0
3394,0
2888,1
2889,1
2886,0
2887,1
2884,1
2885,1
2882,1
3389,1
2883,1
3388,1
3360,1
3361,0
5212,0
3362,1
3363,1
5213,0
2231,1
2881,1
5210,1
2230,0
2880,0
5211,1
3356,0
5206,0
2225,1
5205,0
2872,1
5204,0
2222,1
2873,1
5203,0
2874,0
2228,0
2875,0
3359,0
5209,1
2229,1
2876,0
2226,1
2877,0
2227,1
2878,1
3372,1
3375,1
2870,1
3376,0
3373,1
5201,1
5202,1
3374,0
3369,1
2863,1
3367,1
2867,1
2865,1
3339,1
3338,0
3334,1
3342,0
1799,1
3349,1
1795,0
1796,1
3345,0
3354,0
8197,1
3350,0
8199,1
3319,0
3313,0
1784,1
3311,1
3312,1
1785,1
3317,1
1786,1
1787,0
3318,0
000691,1
1788,1
3315,1
8186,1
8183,0
8182,1
8189,0
8188,1
3322,0
1773,1
3323,0
3324,0
3325,0
1772,0
1777,1
1775,0
1776,0
8172,1
000695,1
1781,0
1780,0
3332,0
8176,0
8179,0
1765,1
1764,1
2812,0
1767,1
1766,1
1760,1
1763,1
1762,0
1769,0
1768,1
2816,1
2405,0
2404,0
2403,1
2402,0
2401,1
000666,1
1770,1
8163,0
2409,1
2408,1
000662,1
2406,0
3305,0
3304,1
3307,0
2801,0
3306,1
1752,1
3303,1
2807,1
2809,0
3309,0
3308,1
1757,1
2414,1
2413,0
8157,0
2415,0
2410,0
2412,1
3310,0
8150,0
2417,0
8152,0
2419,1
1740,0
1743,0
1742,0
6701,0
1745,0
6702,1
000648,1
8147,1
000646,1
8140,0
000645,1
1730,1
1734,1
1733,1
1732,1
1731,0
1737,1
1736,0
1735,1
1739,0
8134,0
8130,1
8131,1
4105,1
4106,1
4103,1
2332,0
4104,0
4109,0
2338,1
4107,0
4108,1
2337,0
4113,1
2342,0
2341,0
2340,1
4111,1
4513,0
000218,0
4510,0
2329,0
4114,0
2321,0
4116,0
2323,0
4117,0
2324,1
2325,1
4118,1
4119,1
2327,0
2328,1
4120,1
4121,0
2331,0
4124,0
2330,1
4123,1
4502,0
4503,1
4506,0
2319,0
2316,0
2317,0
2314,0
2315,1
2312,0
2313,0
2311,1
2308,0
2303,1
2305,0
2301,0
2302,1
4102,1
2379,1
2377,0
2376,1
2381,0
2382,1
2380,0
2385,1
2383,1
2384,0
5601,0
2365,0
2368,0
2367,0
5605,0
2369,1
5603,0
5604,0
5609,0
5607,0
5608,1
2371,0
2373,0
2374,1
2375,0
2359,0
8099,0
4129,0
2358,1
4128,1
2357,1
4127,0
2356,0
2355,1
4126,1
2354,1
8093,0
8091,0
8092,1
8097,0
