6016,concords°@
6020,TACHAN
6021,TA CHING
6022,TCSC
6023,PMF°@
6024,CFC
6101,VIC°@
6103,AVID
6104,GLI
6105,Portwell
6107,SAC
6109,ATECH
6111,SOFTSTAR
6113,ASEC
6114,H&T°@
6118,Xander°@
6121,SMP°@
6122,KPEC°@
6123,GrandTech 
6124,YCTC
6125,KENMEC°@
6126,N/A
6127,LEATEC°@
6129,PTC°@
6130,HiMARK
6134,WSC
6135,SILTRONTECH
6138,ANPEC
6140,DCT°@
6143,NETRONIX INC
6144,DMT
6146,SPORTON°@
6147,CHIPBOND°@
6148,AZION
6150,Tul
6151,GINAR°@
6152,PESI°@
6154,Sunfar°@
6156,K-BRIDGE°@
6158,P-TWO°@
6160,N/A
6161,JETWAY°@
6163,HWACOM°@
6167,POWERTIP
6169,InterServ
6170,WELLDONE°@
6171,Aries°@
6173,P.D.C.
6174,AKER°@
6175,LITON
6177,DA-LI CO. LTD.
6179,ACCUSYS°@
6180,GAMANIA
6182,WAFER WORKS
6183,TRADE-VAN°@
6185,PLASTRON
6186,Jinglay
6187,ALL RING
6188,QSI°@
6190,WONDERFUL°@
6194,YUFO
6195,T.E.C.
6198,AVERLOGIC
6199,DATAFAB
6203,Sea Sonic
6204,ALPHA
6207,LASERTEK
6208,Htc
6210,KINTECH
6211,FRE
6212,L.M.
6214,SYSTEX
6217,CCP°@
6218,Hauman
6219,Topvision°@
6220,YFC-BonEagle
6221,Genesis°@
6222,Slim AGE
6223,MPI
6227,GFEC
6228,PIE
6229,V-TAC
6230,CCI
6231,Insyde
6233,PROLIFIC
6234,TERA AUTO
6236,TTI
6237,CMEI
6238,IBMI
6240,SGAMC
6241,AMIGO°@
6242,BAFO°@
6243,ENE
6244,MOTECH
6245,Lanner°@
6246,TTFIC
6247,JAZZ SPEAKERS°@
6248,TMP
6250,UPC
6259,BULLWILL
6261,YTEC
6263,Planet
6264,DSG
6265,K.C.U.C.
6266,TOP UNION°@
6270,PCT
6274,TUC
6275,Y.S.TECH
6276,MINGJONG
6278,TSMT
6279,HU LANE°@
6284,INPAQ°@
6287,AMPI°@
6290,LONGWELL°@
6291,AIC
6292,AXIS
6294,Tekom
6298,FIT
6508,HKC°@
6509,HOPAX°@
6603,FCS
6609,TTT
8024,Alpha
8032,KORYO
8034,OPNET
8039,TAIFLEX°@
8040,IC+
8042,CHINSAN
8043,3H
8044,PChome online
8047,GCC°@
8048,RUBYTECH°@
8049,AMPIRE
8050,IBASE°@
8053,PRINCO
8054,Alcor Micro
8064,CONTREL°@
8066,Fortuna
8067,Gish INT
8068,Chander°@
8069,PVI°@
8071,FST°@
8074,AURONA
8076,FIRICH°@
8077,avct
8079,tsi°@
8080,OST
8083,N/A
8084,CHIP HOPE°@
8085,FD°@
8086,AWSC°@
8087,HM°@
8088,PANRAM
8091,FB
8092,CWPT°@
8093,ENERMAX
8096,CoAsia
8097,L&K
8099,TSTI°@
8107,Kenmos
8109,P-DUKE°@
8111,LIGITEK°@
8114,POSIFLEX
8121,ACME
8182,HELE°@
8183,ITC
8210,CHENBRO°@
8234,NEXCOM°@
8240,WAH HONG°@
8255,ATC°@
8261,APEC
8266,STC
8277,UNIFOSA
8287,ENG°@
8289,Taitien
8299,Phison
8349,QIC
8354,KH°@
8383,CF
8390,JYD
8705,TONG LUNG METAL
8905,ECS
8906,Forward°@
8908,SHIN HSIUNG°@
8913,HHLF
8916,KLF°@
8917,N/A
8921,SHEN
8923,C.T.Publishing
8924,O-TA
8925,WEI MON°@
8927,Pei Chi°@
8928,DYNAMIC°@
8929,FBIC°@
8930,CKM°@
8931,TYC°@
8932,Horng Dah
8933,IDEAL°@
8934,CKT
8935,PONTEX
8936,KTI
8937,HER CHEE
8938,ADVANCED GROUP
8941,GRAND HALL
8942,Xxentria°@
8996,KAORI°@
9946,JINGO°@
9949,TITTOT
9950,EMINENT
9951,MACAUTO
9960,DACOME
9962,YYS
1563,S.A.I.
1566,YIN KING
1568,T.Y.
1577,LG
1585,TOPGREEN
1757,KUO CHING°@
1760,PBF
1776,Headway
1795,Lotus Pharm
1814,UOG°@
2056,CYS
2061,FENG CHING
2063,SHEH KAI
2229,P&W
2230,C.T.I.
2597,REC
2599,Le Young
2626,EPAIR
2633,THSRC
2637,WISDOM
2718,TAOYUAN
2719,Star travel
2722,Chateau
2897,IBT
2920,Hi-Scene°@
3074,Bestcom°@
3075,M-etel°@
3092,HOTRON°@
3097,PTC°@
3105,WIN°@
3122,Megawin°@
3127,E-ONE MOLI
3131,GPTC
3138,Auden
3141,UltraChip
3149,G-TECH°@
3161,TY-OHM°@
3167,TALIANG°@
3168,DATA IMAGE
3169,ASIX°@
3176,MEDIGEN°@
3178,GONGIN°@
3186,AMIC
3195,TPO°@
3234,TrueLight
3237,AMIT
3272,GW
3285,MT
3307,VTC
3309,TOP YANG
3318,HOKUANG
3334,CTCU
3338,TAISOL
3342,ECMOS
3349,DEXIN
3361,QTK
3363,FOCI
3374,Xintec
3379,TBC
3394,LONGTEK
3396,Proware
3411,EON
3413,Fiti
3414,AGT
3422,ETASIS
3423,ATM
3429,pmaster
3435,DXG
3441,UNIQUE OPTICAL
3472,EETC
3479,Avalue
3492,ACT
3496,GREATLAND
3503,OHE
3505,UDN
3507,MKS
3517,ULC
3524,EVATECH
3528,ANSTEK
3529,eMemory
3530,SOI
3537,PODAK
3538,AIT
3541,CYP
3543,JOCHU
3544,EXPLOIT
3547,LightHouse
3549,Quanmax
3550,CTC
3554,Fineart
3555,Skymedi
3558,Senao Networks
3560,KIN TEC
3563,MACHVISION
3564,AEWIN
3565,OPTOMA
3567,ETREND
3568,FUHO
3571,MPX
3572,TERAWINS
3579,SCSC
3580,UVAT
3581,ZVC
3582,CMI
3584,JTOUCH
3585,AMC
3586,H T
3590,SWENC
3592,Raydium
3594,ARBOR
3595,AMC
3597,AVI
3598,ILITEK
3599,DelSolar
3601,CORETEK
3603,UPEC
3606,NTIC
3609,HEP
3616,HIROSE
3617,CyberPower
3623,TTI
3624,VIKING
3628,ABLEREX
3629,Join-Well
3630,NEWMAX
3631,CHERNAN
3632,Maction
3633,ECC
3634,Supa
3635,initio
3636,TCST
3637,CHIPSIP
3647,Eversol
3651,Keen High
3653,JENTECH
3656,HPO
3657,DAEC
3659,Bison
3662,XPEC
3664,Array
3666,OTI
3669,AVI
3675,Eris Tech
3678,Ushine
3679,Nishoku
3680,Gudeng
3685,JSP
3686,Danen
3690,Aptos
3691,GIGASOLAR
3694,AzureWave
4116,TRIDENT°@
4117,GBC
4124,TONIC
4130,GBL
4133,Abnova
4134,TYSON
4135,TENSALL
4139,KY M.K.
4429,G-FUN
4430,YAO I
4726,Mycenax
4731,ProMD Biotech
4732,NBM
4734,GWOWEI
4736,TAIDOC
4737,BIONIME
4738,TFC
4740,Cyto Biotech
4743,ONENESS BIOTECH
4744,CVC
4745,CMH
4911,G&E
5536,ACTER
5863,BOFT
5864,CIS°@
6272,WIESON
6401,COOPERATIVE°@
6504,NAN LIU°@
6506,SHBA°@
6507,AGI
6601,SANYCO
6701,Ta-Ho Maritime
6803,KD Holding
8029,JOYIN°@
8038,CAEC
8041,TED°@
8056,CANDO
8059,CTI
8065,Tennrich°@
8115,DVE
8122,MiTAC INC.
8127,LeFram°@
8157,GWT
8176,ZCOM
8179,SUBTRON
8189,MOTOTECH
8197,MicroJet°@
8199,HUGA°@
8213,tpt
8215,Daxon°@
8225,MosArt
8227,PGC
8264,TVS°@
8271,AMT
8281,Appro
8291,SMT
8297,KME
8329,TTV
8351,DYNACARD°@
8358,CO-TECH
8401,BAI SHA
8403,SHAREHOPE
8410,Sen Tien
8977,NKCATV°@
9957,YUSCO
9961,Yih-Dah°@
000016,FIST
000018,BEA WMS
000019,JPMFTL
000020,ING securities
000080,HSBC
000101,N/A
000102,N/A
000103,N/A
000104,BankTaiwanSec.
000109,IBTS°@
000111,TBB
000116,JIHSUN SCL°@
000148,GSTW
000154,LBSTL
000156,Nomura
000157,SG Securities
000165,UBS Securities
000197,FWMT
000218,OSC°@
000505,TA CHAN°@
000511,FULLONG°@
000518,PSC°@
000526,TA CHING°@
000532,Golden Gate°@
000537,HONGFU°@
