8227,94,8,34003
8227,94,9,37456
8227,94,10,48046
8227,94,11,24644
8227,94,12,35286
8226,93,1,21631
8226,93,2,27487
8226,93,3,21483
8226,93,4,22679
8226,93,5,21582
8226,93,6,22476
8226,92,1,28308
8226,92,2,38956
8226,92,3,55461
8226,92,4,40183
8226,92,5,35238
8226,92,6,29920
8226,92,7,21412
8226,92,8,24507
8226,92,9,35448
8226,92,10,40403
8226,92,11,46056
8226,92,12,37244
8221,93,1,93523
8221,93,2,119469
8221,93,3,176565
8221,92,1,53182
8221,92,2,43021
8221,92,3,47989
8221,92,4,50418
8221,92,5,40529
8221,92,6,81983
8221,92,7,41199
8221,92,8,80586
8221,92,9,119690
8221,92,10,80327
8221,92,11,86513
8221,92,12,156292
1414,98,1,192369
1414,98,2,324395
1414,98,3,347064
1414,98,4,327062
1414,98,5,287749
1414,98,6,279074
1414,98,7,328541
1414,98,8,319469
1414,98,9,253138
1414,98,10,324237
1414,96,1,366205
1414,96,2,282323
1414,96,3,391312
1414,96,4,355625
1414,96,5,372611
1414,96,6,399829
1414,96,7,298004
1414,96,8,396315
1414,96,9,347895
1414,96,10,368138
1414,96,11,392744
1414,96,12,292761
1414,97,1,355594
1414,97,2,337016
1414,97,3,403047
1414,97,4,373374
1414,97,5,379809
1414,97,6,358384
1414,97,7,283937
1414,97,8,360308
1414,97,9,311503
1414,97,10,286243
1414,97,11,248071
1414,97,12,267586
1414,93,1,320923
1414,93,2,299476
1414,93,3,276932
1414,93,4,290325
1414,93,5,349755
1414,93,6,320328
1414,93,7,354316
1414,93,8,386148
1414,93,9,352734
1414,93,10,392937
1414,93,11,340875
1414,93,12,334667
1414,92,1,225267
1414,92,2,295541
1414,92,3,334269
1414,92,4,234963
1414,92,5,296263
1414,92,6,296088
1414,92,7,291280
1414,92,8,291623
1414,92,9,286533
1414,92,10,316702
1414,92,11,327267
1414,92,12,322321
1414,95,1,266835
1414,95,2,311177
1414,95,3,341716
1414,95,4,305544
1414,95,5,332336
1414,95,6,337768
1414,95,7,343245
1414,95,8,350376
1414,95,9,306475
1414,95,10,319152
1414,95,11,358319
1414,95,12,355849
1414,94,1,364902
1414,94,2,291211
1414,94,3,362271
1414,94,4,349239
1414,94,5,281651
1414,94,6,356687
1414,94,7,270234
1414,94,8,333095
1414,94,9,210173
1414,94,10,292102
1414,94,11,275392
1414,94,12,336303
1414,91,1,259077
1414,91,2,213161
1414,91,3,325797
1414,91,4,294003
1414,91,5,290804
1414,91,6,233592
1414,91,7,295068
1414,91,8,312751
1414,91,9,288611
1414,91,10,291492
1414,91,11,265033
1414,91,12,282903
1414,90,10,304889
1414,90,11,236872
1414,90,12,274855
3280,98,1,20161
3280,98,2,17798
3280,98,3,25694
3280,98,4,12265
3280,98,5,16115
3280,98,6,16896
3280,98,7,14879
3280,98,8,16946
3280,98,9,16179
3280,98,10,12846
3280,96,1,33103
3280,96,2,20123
3280,96,3,32296
3280,96,4,29939
3280,96,5,17637
3280,96,6,22012
3280,96,7,25109
3280,96,8,33652
3280,96,9,33784
3280,96,10,48388
3280,96,11,31738
3280,96,12,27563
3280,97,1,44551
3280,97,2,21110
3280,97,3,19590
3280,97,4,22114
3280,97,5,13816
3280,97,6,22158
3280,97,7,27297
3280,97,8,40190
3280,97,9,38135
3280,97,10,48745
3280,97,11,52014
3280,97,12,20682
3280,93,1,43920
3280,93,2,47625
3280,93,3,44311
3280,93,4,46300
3280,93,5,34931
3280,93,6,34407
3280,93,7,35062
3280,93,8,49022
3280,93,9,36354
3280,93,10,36868
3280,93,11,38562
3280,93,12,37950
3280,92,5,60519
3280,92,6,61254
3280,92,7,75602
3280,92,8,41503
3280,92,9,50472
3280,92,10,36226
3280,92,11,59228
3280,92,12,48705
3280,95,1,60787
3280,95,2,72950
3280,95,3,128709
3280,95,4,109849
3280,95,5,65200
3280,95,6,56630
3280,95,7,44328
3280,95,8,62852
3280,95,9,94798
3280,95,10,56853
3280,95,11,54911
3280,95,12,59405
3280,94,1,33160
3280,94,2,29975
3280,94,3,44490
3280,94,4,25239
3280,94,5,26505
3280,94,6,112354
3280,94,7,90726
3280,94,8,123001
3280,94,9,144445
3280,94,10,135417
3280,94,11,124140
3280,94,12,75091
8223,93,1,702285
8223,93,2,777195
8223,93,3,991599
8223,93,4,790507
8223,93,5,918452
8223,93,6,1274189
8223,93,7,1106974
8223,93,8,930322
8223,93,9,1145775
8223,93,10,1064803
8223,93,11,1229126
8223,93,12,1301063
8223,92,1,614689
8223,92,2,380977
8223,92,3,535160
8223,92,4,444208
8223,92,5,594381
8223,92,6,872131
8223,92,7,661414
8223,92,8,729117
8223,92,9,741032
8223,92,10,909978
8223,92,11,898632
8223,92,12,1206607
8223,94,1,1009815
8223,94,2,806173
1413,98,1,132482
1413,98,2,174259
1413,98,3,240598
1413,98,4,330054
1413,98,5,246164
1413,98,6,266267
1413,98,7,317431
1413,98,8,313833
1413,98,9,279449
1413,98,10,299288
1413,96,1,457878
1413,96,2,287234
1413,96,3,381363
1413,96,4,465686
1413,96,5,437642
1413,96,6,356892
1413,96,7,486373
1413,96,8,395548
1413,96,9,378103
1413,96,10,436340
1413,96,11,417964
1413,96,12,404659
1413,97,1,375593
1413,97,2,346467
1413,97,3,397477
1413,97,4,374395
1413,97,5,329800
1413,97,6,369102
1413,97,7,345882
1413,97,8,276557
1413,97,9,184608
1413,97,10,230343
1413,97,11,179350
1413,97,12,180034
1413,93,1,411504
1413,93,2,345324
1413,93,3,350100
1413,93,4,374979
1413,93,5,463456
1413,93,6,372519
1413,93,7,440950
1413,93,8,541194
1413,93,9,399444
1413,93,10,350429
1413,93,11,404543
1413,93,12,296731
1413,92,1,359572
1413,92,2,411026
1413,92,3,269065
1413,92,4,193566
1413,92,5,261802
1413,92,6,449951
1413,92,7,312798
1413,92,8,316441
1413,92,9,286881
1413,92,10,331948
1413,92,11,307152
1413,92,12,279338
1413,95,1,319740
1413,95,2,294432
1413,95,3,332534
1413,95,4,382368
1413,95,5,338184
1413,95,6,367779
1413,95,7,359617
1413,95,8,401542
1413,95,9,311553
1413,95,10,289611
1413,95,11,382073
1413,95,12,404884
1413,94,1,432828
1413,94,2,244198
1413,94,3,322137
1413,94,4,299951
1413,94,5,228589
1413,94,6,334278
1413,94,7,301378
1413,94,8,341402
1413,94,9,354841
1413,94,10,303641
1413,94,11,278192
1413,94,12,298932
1413,91,1,251965
1413,91,2,229614
1413,91,3,339071
1413,91,4,369937
1413,91,5,326848
1413,91,6,268505
1413,91,7,245337
1413,91,8,343761
1413,91,9,291865
1413,91,10,278574
1413,91,11,293107
1413,91,12,332415
1413,90,10,230305
1413,90,11,221228
1413,90,12,190072
8222,98,1,62846
8222,98,2,64301
8222,98,3,55679
8222,98,4,46927
8222,98,5,58825
8222,98,6,70718
8222,98,7,52037
8222,98,8,54984
8222,98,9,64282
8222,98,10,57162
8222,96,1,38436
8222,96,2,22264
8222,96,3,28758
8222,96,4,42466
8222,96,5,36461
8222,96,6,39138
8222,96,7,34015
8222,96,8,40982
8222,96,9,30343
8222,96,10,43528
8222,96,11,37303
8222,96,12,42779
8222,97,1,50741
8222,97,2,30090
8222,97,3,56536
8222,97,4,51161
8222,97,5,51183
8222,97,6,72518
8222,97,7,51548
8222,97,8,49861
8222,97,9,37892
8222,97,10,57122
8222,97,11,44037
8222,97,12,37119
8222,93,1,14251
8222,93,2,12330
8222,93,3,20689
8222,93,4,12309
8222,93,5,16432
8222,93,6,27165
8222,93,7,10743
8222,93,8,19117
8222,93,9,12498
8222,93,10,15406
8222,93,11,21429
8222,93,12,21358
8222,92,1,13949
8222,92,2,7917
8222,92,3,10870
8222,92,4,18409
8222,92,5,10575
8222,92,6,14661
8222,92,7,10109
8222,92,8,9062
8222,92,9,14970
8222,92,10,13824
8222,92,11,13710
8222,92,12,14702
8222,95,1,27815
8222,95,2,30926
8222,95,3,36055
8222,95,4,31428
8222,95,5,30353
8222,95,6,29059
8222,95,7,35564
8222,95,8,40168
8222,95,9,31730
8222,95,10,38867
8222,95,11,36627
8222,95,12,38498
8222,94,1,21024
8222,94,2,20422
8222,94,3,31843
8222,94,4,15942
8222,94,5,17300
8222,94,6,21049
8222,94,7,19958
8222,94,8,16811
8222,94,9,20183
8222,94,10,16939
8222,94,11,24505
8222,94,12,20758
3282,98,1,33396
3282,98,2,55141
3282,98,3,95492
3282,98,4,86671
3282,98,5,91685
3282,98,6,100120
3282,98,7,117917
3282,98,8,142801
3282,98,9,144943
3282,98,10,128978
3282,96,1,119641
3282,96,2,86175
3282,96,3,108561
3282,96,4,75149
3282,96,5,74215
3282,96,6,62422
3282,96,7,92201
3282,96,8,107519
3282,96,9,76336
3282,96,10,95027
3282,96,11,94842
3282,96,12,68487
3282,97,1,65225
3282,97,2,57450
3282,97,3,57671
3282,97,4,69740
3282,97,5,49489
3282,97,6,53176
3282,97,7,78833
3282,97,8,66420
3282,97,9,71883
3282,97,10,50553
3282,97,11,50889
3282,97,12,46068
3282,93,1,96107
3282,93,2,110505
3282,93,3,202970
3282,93,4,225377
3282,93,5,101451
3282,93,6,103407
3282,93,7,125580
3282,93,8,106531
3282,93,9,177812
3282,93,10,111246
3282,93,11,143528
3282,93,12,140687
3282,92,5,95109
3282,92,6,39780
3282,92,7,112351
3282,92,8,117278
3282,92,9,93545
3282,92,10,115307
3282,92,11,96258
3282,92,12,82655
3282,95,1,139799
3282,95,2,143589
3282,95,3,185838
3282,95,4,160548
3282,95,5,124479
3282,95,6,114129
3282,95,7,124432
3282,95,8,149927
3282,95,9,164737
3282,95,10,144021
3282,95,11,130008
3282,95,12,87705
3282,94,1,123776
3282,94,2,85362
3282,94,3,154124
3282,94,4,145538
3282,94,5,129453
3282,94,6,85705
3282,94,7,115704
3282,94,8,149093
3282,94,9,159533
3282,94,10,130142
3282,94,11,138118
3282,94,12,133607
1419,98,1,47908
1419,98,2,35249
1419,98,3,46740
1419,98,4,59304
1419,98,5,50623
1419,98,6,42498
1419,98,7,40603
1419,98,8,44270
1419,98,9,51928
1419,98,10,88425
1419,96,1,50519
1419,96,2,46872
1419,96,3,52996
1419,96,4,43461
1419,96,5,41973
1419,96,6,38567
1419,96,7,28701
1419,96,8,31989
1419,96,9,46839
1419,96,10,62981
1419,96,11,63232
1419,96,12,52727
1419,97,1,39547
1419,97,2,39385
1419,97,3,34815
1419,97,4,51377
1419,97,5,41715
1419,97,6,36334
1419,97,7,34598
1419,97,8,47208
1419,97,9,55405
1419,97,10,80056
1419,97,11,66412
1419,97,12,59344
1419,93,1,36461
1419,93,2,44077
1419,93,3,52151
1419,93,4,58406
1419,93,5,76092
1419,93,6,56580
1419,93,7,52888
1419,93,8,53297
1419,93,9,68427
1419,93,10,87696
1419,93,11,78654
1419,93,12,67311
1419,92,1,33551
1419,92,2,35008
1419,92,3,40571
1419,92,4,54991
1419,92,5,39598
1419,92,6,30904
1419,92,7,35496
1419,92,8,52133
1419,92,9,56286
1419,92,10,76752
1419,92,11,56659
1419,92,12,50704
1419,95,1,59031
1419,95,2,39940
1419,95,3,42034
1419,95,4,52368
1419,95,5,33042
1419,95,6,37876
1419,95,7,40530
1419,95,8,58305
1419,95,9,45245
1419,95,10,65249
1419,95,11,73476
1419,95,12,56209
1419,94,1,57098
1419,94,2,50358
1419,94,3,49587
1419,94,4,61649
1419,94,5,59199
1419,94,6,49601
1419,94,7,46778
1419,94,8,63433
1419,94,9,101030
1419,94,10,61113
1419,94,11,58129
1419,94,12,53136
1419,91,1,43913
1419,91,2,36375
1419,91,3,50838
1419,91,4,66865
1419,91,5,53286
1419,91,6,45326
1419,91,7,46375
1419,91,8,44682
1419,91,9,61305
1419,91,10,59287
1419,91,11,42632
1419,91,12,42605
1419,90,10,58572
1419,90,11,55179
1419,90,12,48228
3281,93,1,34988
3281,93,2,39404
3281,93,3,47228
3281,93,4,50961
3281,93,5,55509
3281,93,6,40791
3281,93,7,25404
3281,93,8,31946
3281,93,9,30464
3281,93,10,15025
3281,93,11,24486
3281,93,12,26627
3281,92,5,35880
3281,92,6,12164
3281,92,7,9364
3281,92,8,18900
3281,92,9,17913
3281,92,10,16893
3281,92,11,21718
3281,92,12,19968
3281,95,1,42262
3281,95,2,50171
3281,94,1,26764
3281,94,2,23109
3281,94,3,40363
3281,94,4,40009
3281,94,5,40112
3281,94,6,40014
3281,94,7,60833
3281,94,8,61914
3281,94,9,60224
3281,94,10,60190
3281,94,11,60589
3281,94,12,50194
1418,98,1,102835
1418,98,2,150742
1418,98,3,213261
1418,98,4,251895
1418,98,5,224504
1418,98,6,319834
1418,98,7,316253
1418,98,8,304646
1418,98,9,282865
1418,98,10,156303
1418,96,1,326609
1418,96,2,263921
1418,96,3,395167
1418,96,4,246457
1418,96,5,326857
1418,96,6,351886
1418,96,7,316358
1418,96,8,323947
1418,96,9,216342
1418,96,10,193125
1418,96,11,271313
1418,96,12,163014
1418,97,1,228047
1418,97,2,317182
1418,97,3,329014
1418,97,4,210911
1418,97,5,217406
1418,97,6,286935
1418,97,7,160615
1418,97,8,95277
1418,97,9,155332
1418,97,10,88675
1418,97,11,117212
1418,97,12,111198
1418,93,1,188268
1418,93,2,269773
1418,93,3,234190
1418,93,4,206218
1418,93,5,310246
1418,93,6,284782
1418,93,7,256810
1418,93,8,226933
1418,93,9,290844
1418,93,10,283898
1418,93,11,195062
1418,93,12,101339
1418,92,1,291707
1418,92,2,168877
1418,92,3,203614
1418,92,4,157589
1418,92,5,63043
1418,92,6,196808
1418,92,7,248948
1418,92,8,174830
1418,92,9,113399
1418,92,10,283544
1418,92,11,213344
1418,92,12,205805
1418,95,1,237669
1418,95,2,288726
1418,95,3,308969
1418,95,4,250104
1418,95,5,251584
1418,95,6,317981
1418,95,7,287615
1418,95,8,316390
1418,95,9,221504
1418,95,10,166878
1418,95,11,179601
1418,95,12,272353
1418,94,1,217976
1418,94,2,201464
1418,94,3,295188
1418,94,4,172916
1418,94,5,156021
1418,94,6,237347
1418,94,7,286433
1418,94,8,273981
1418,94,9,266689
1418,94,10,249775
1418,94,11,309713
1418,94,12,259092
1418,91,1,80994
1418,91,2,108224
1418,91,3,243402
1418,91,4,243696
1418,91,5,181456
1418,91,6,194968
1418,91,7,207941
1418,91,8,146762
1418,91,9,173873
1418,91,10,189396
1418,91,11,102862
1418,91,12,76617
1418,90,10,132812
1418,90,11,156759
1418,90,12,134828
3284,98,1,62805
3284,98,2,64723
3284,98,3,69563
3284,98,4,71354
3284,98,5,63067
3284,98,6,76333
3284,98,7,70805
3284,98,8,72226
3284,98,9,86154
3284,98,10,83598
3284,96,1,59729
3284,96,2,46326
3284,96,3,63471
3284,96,4,53738
3284,96,5,55220
3284,96,6,62852
3284,96,7,60715
3284,96,8,84710
3284,96,9,53471
3284,96,10,60514
3284,96,11,72365
3284,96,12,76878
3284,97,1,92258
3284,97,2,61970
3284,97,3,81635
3284,97,4,74637
3284,97,5,58219
3284,97,6,67992
3284,97,7,63316
3284,97,8,61867
3284,97,9,52550
3284,97,10,58857
3284,97,11,67510
3284,97,12,65958
3284,93,1,41050
3284,93,2,61247
3284,93,3,70901
3284,93,4,75772
3284,93,5,72460
3284,93,6,73079
3284,93,7,75605
3284,93,8,79141
3284,93,9,73271
3284,93,10,77485
3284,93,11,51744
3284,93,12,73286
3284,92,5,49194
3284,92,6,52735
3284,92,7,55520
3284,92,8,49221
3284,92,9,54155
3284,92,10,56883
3284,92,11,57811
3284,92,12,62330
3284,95,1,50650
3284,95,2,65065
3284,95,3,74585
3284,95,4,55316
3284,95,5,63017
3284,95,6,68754
3284,95,7,54680
3284,95,8,56509
3284,95,9,54397
3284,95,10,71709
3284,95,11,61254
3284,95,12,67830
3284,94,1,64385
3284,94,2,54463
3284,94,3,71535
3284,94,4,73315
3284,94,5,75127
3284,94,6,78976
3284,94,7,64917
3284,94,8,69831
3284,94,9,70065
3284,94,10,72247
3284,94,11,65091
3284,94,12,62975
1417,98,1,141851
1417,98,2,75504
1417,98,3,78300
1417,98,4,59390
1417,98,5,83755
1417,98,6,80993
1417,98,7,98504
1417,98,8,65123
1417,98,9,67257
1417,98,10,107794
1417,96,1,100664
1417,96,2,99437
1417,96,3,67260
1417,96,4,94584
1417,96,5,104019
1417,96,6,121487
1417,96,7,126750
1417,96,8,91228
1417,96,9,81151
1417,96,10,94708
1417,96,11,106313
1417,96,12,155873
1417,97,1,108520
1417,97,2,84525
1417,97,3,76822
1417,97,4,78523
1417,97,5,89540
1417,97,6,107656
1417,97,7,113412
1417,97,8,95115
1417,97,9,71595
1417,97,10,88301
1417,97,11,86137
1417,97,12,140417
1417,93,1,145232
1417,93,2,136219
1417,93,3,143024
1417,93,4,103492
1417,93,5,153525
1417,93,6,125198
1417,93,7,207109
1417,93,8,180710
1417,93,9,165621
1417,93,10,199847
1417,93,11,158312
1417,93,12,160394
1417,92,1,119103
1417,92,2,155570
1417,92,3,132453
1417,92,4,112714
1417,92,5,114738
1417,92,6,165477
1417,92,7,153729
1417,92,8,168662
1417,92,9,162033
1417,92,10,200167
1417,92,11,153582
1417,92,12,170571
1417,95,1,134507
1417,95,2,99920
1417,95,3,111021
1417,95,4,160372
1417,95,5,137795
1417,95,6,162277
1417,95,7,228829
1417,95,8,244844
1417,95,9,144903
1417,95,10,84549
1417,95,11,91741
1417,95,12,131209
1417,94,1,158317
1417,94,2,117430
1417,94,3,107462
1417,94,4,107430
1417,94,5,149686
1417,94,6,112873
1417,94,7,225411
1417,94,8,191942
1417,94,9,92061
1417,94,10,134594
1417,94,11,173202
1417,94,12,157910
1417,91,1,114120
1417,91,2,115176
1417,91,3,98353
1417,91,4,91911
1417,91,5,126153
1417,91,6,157628
1417,91,7,163794
1417,91,8,174290
1417,91,9,163041
1417,91,10,112883
1417,91,11,160264
1417,91,12,193021
1417,90,10,155514
1417,90,11,129299
1417,90,12,191013
5372,92,1,156799
5372,92,2,150077
5372,92,3,167394
5372,92,6,189346
5372,92,7,198886
5372,92,8,229172
5372,92,9,233727
5372,91,1,212024
5372,91,2,187510
5372,91,3,157909
5372,91,4,168585
5372,91,5,181202
5372,91,6,129281
5372,91,7,220123
5372,91,8,168008
5372,91,9,159506
5372,91,10,180370
5372,91,11,159026
5372,91,12,168016
5372,90,10,168018
5372,90,11,183673
5372,90,12,176664
3283,93,1,23088
3283,93,2,37206
3283,93,3,50883
3283,93,4,54986
3283,93,5,57596
3283,93,6,50605
3283,93,7,50837
3283,93,8,46236
3283,93,9,45660
3283,93,10,60253
3283,93,11,61295
3283,93,12,41650
3283,92,6,27384
3283,92,7,26820
3283,92,8,25537
3283,92,9,21488
3283,92,10,32215
3283,92,11,24151
3283,92,12,42310
3283,95,1,10212
3283,95,2,10591
3283,95,3,14308
3283,95,4,9561
3283,95,5,10539
3283,94,1,22814
3283,94,2,20656
3283,94,3,22242
3283,94,4,28019
3283,94,5,21531
3283,94,6,15329
3283,94,7,22598
3283,94,8,17006
3283,94,9,20117
3283,94,10,31416
3283,94,11,18884
3283,94,12,16308
1416,98,1,31154
1416,98,2,20729
1416,98,3,17957
1416,98,4,15560
1416,98,5,14758
1416,98,6,14941
1416,98,7,19083
1416,98,8,29196
1416,98,9,18161
1416,98,10,21895
1416,96,1,42586
1416,96,2,30817
1416,96,3,35127
1416,96,4,20240
1416,96,5,25961
1416,96,6,19384
1416,96,7,24889
1416,96,8,37132
1416,96,9,25723
1416,96,10,34937
1416,96,11,39381
1416,96,12,35252
1416,97,1,47642
1416,97,2,27701
1416,97,3,40297
1416,97,4,28562
1416,97,5,17168
1416,97,6,17622
1416,97,7,28323
1416,97,8,16826
1416,97,9,25221
1416,97,10,32648
1416,97,11,27220
1416,97,12,21146
1416,93,1,110335
1416,93,2,136330
1416,93,3,366743
1416,93,4,177748
1416,93,5,179558
1416,93,6,377950
1416,93,7,150386
1416,93,8,169547
1416,93,9,335913
1416,93,10,141519
1416,93,11,97788
1416,93,12,263948
1416,92,1,169718
1416,92,2,209958
1416,92,3,451647
1416,92,4,172940
1416,92,5,142426
1416,92,6,362915
1416,92,7,384082
1416,92,8,195286
1416,92,9,242234
1416,92,10,171231
1416,92,11,134757
1416,92,12,328199
1416,95,1,90303
1416,95,2,70572
1416,95,3,128570
1416,95,4,80758
1416,95,5,89930
1416,95,6,85796
1416,95,7,67067
1416,95,8,36836
1416,95,9,49355
1416,95,10,53460
1416,95,11,38606
1416,95,12,41126
1416,94,1,96965
1416,94,2,87031
1416,94,3,315920
1416,94,4,129950
1416,94,5,146669
1416,94,6,142352
1416,94,7,103557
1416,94,8,131534
1416,94,9,106180
1416,94,10,112953
1416,94,11,84059
1416,94,12,92781
1416,91,1,195962
1416,91,2,247870
1416,91,3,343338
1416,91,4,253730
1416,91,5,179459
1416,91,6,474232
1416,91,7,567501
1416,91,8,132807
1416,91,9,202078
1416,91,10,103581
1416,91,11,194649
1416,91,12,262156
1416,90,10,133060
1416,90,11,220753
1416,90,12,221111
5371,98,1,1417046
5371,98,2,1461694
5371,98,3,1844330
5371,98,4,2161031
5371,98,5,2057829
5371,98,6,2237543
5371,98,7,2275719
5371,98,8,2202862
5371,98,9,2374383
5371,98,10,2519325
5371,96,1,3740521
5371,96,2,3253460
5371,96,3,2944598
5371,96,4,2809300
5371,96,5,3142662
5371,96,6,3484632
5371,96,7,3350162
5371,96,8,3618896
5371,96,9,4396940
5371,96,10,4671649
5371,96,11,4518606
5371,96,12,3906291
5371,97,1,3252377
5371,97,2,3520311
5371,97,3,4270156
5371,97,4,3946664
5371,97,5,3503582
5371,97,6,3812347
5371,97,7,3460271
5371,97,8,4157876
5371,97,9,4090328
5371,97,10,2664965
5371,97,11,1810139
5371,97,12,1578185
5371,93,1,2570110
5371,93,2,2673577
5371,93,3,3650507
5371,93,4,3815403
5371,93,5,3583897
5371,93,6,3840121
5371,93,7,3321754
5371,93,8,2989485
5371,93,9,3346136
5371,93,10,3735289
5371,93,11,3988029
5371,93,12,3579177
5371,92,1,1549247
5371,92,2,1268593
5371,92,3,1857798
5371,92,4,1847439
5371,92,5,1618218
5371,92,6,1581623
5371,92,7,1599528
5371,92,8,1807097
5371,92,9,2305979
5371,92,10,2482964
5371,92,11,2926425
5371,92,12,2902417
5371,95,1,4507167
5371,95,2,4057074
5371,95,3,4951801
5371,95,4,3365614
5371,95,5,3402905
5371,95,6,3377473
5371,95,7,2988111
5371,95,8,3898117
5371,95,9,4518418
5371,95,10,4749808
5371,95,11,4429905
5371,95,12,3688082
5371,94,1,3155992
5371,94,2,3017310
5371,94,3,3454557
5371,94,4,3289910
5371,94,5,3448448
5371,94,6,3125467
5371,94,7,3297639
5371,94,8,3710510
5371,94,9,4103552
5371,94,10,4436007
5371,94,11,4671183
